D:\2 Curs(yes)\not mine\Aplication-Programming-main\dataset\polarbear\0000.jpg,dataset\polarbear\0000.jpg,polarbear
D:\2 Curs(yes)\not mine\Aplication-Programming-main\dataset\polarbear\0001.jpg,dataset\polarbear\0001.jpg,polarbear
D:\2 Curs(yes)\not mine\Aplication-Programming-main\dataset\polarbear\0002.jpg,dataset\polarbear\0002.jpg,polarbear
D:\2 Curs(yes)\not mine\Aplication-Programming-main\dataset\polarbear\0003.jpg,dataset\polarbear\0003.jpg,polarbear
D:\2 Curs(yes)\not mine\Aplication-Programming-main\dataset\polarbear\0004.jpg,dataset\polarbear\0004.jpg,polarbear
D:\2 Curs(yes)\not mine\Aplication-Programming-main\dataset\polarbear\0005.jpg,dataset\polarbear\0005.jpg,polarbear
D:\2 Curs(yes)\not mine\Aplication-Programming-main\dataset\polarbear\0006.jpg,dataset\polarbear\0006.jpg,polarbear
D:\2 Curs(yes)\not mine\Aplication-Programming-main\dataset\polarbear\0007.jpg,dataset\polarbear\0007.jpg,polarbear
D:\2 Curs(yes)\not mine\Aplication-Programming-main\dataset\polarbear\0008.jpg,dataset\polarbear\0008.jpg,polarbear
D:\2 Curs(yes)\not mine\Aplication-Programming-main\dataset\polarbear\0009.jpg,dataset\polarbear\0009.jpg,polarbear
D:\2 Curs(yes)\not mine\Aplication-Programming-main\dataset\polarbear\0010.jpg,dataset\polarbear\0010.jpg,polarbear
D:\2 Curs(yes)\not mine\Aplication-Programming-main\dataset\polarbear\0011.jpg,dataset\polarbear\0011.jpg,polarbear
D:\2 Curs(yes)\not mine\Aplication-Programming-main\dataset\polarbear\0012.jpg,dataset\polarbear\0012.jpg,polarbear
D:\2 Curs(yes)\not mine\Aplication-Programming-main\dataset\polarbear\0013.jpg,dataset\polarbear\0013.jpg,polarbear
D:\2 Curs(yes)\not mine\Aplication-Programming-main\dataset\polarbear\0014.jpg,dataset\polarbear\0014.jpg,polarbear
D:\2 Curs(yes)\not mine\Aplication-Programming-main\dataset\polarbear\0015.jpg,dataset\polarbear\0015.jpg,polarbear
D:\2 Curs(yes)\not mine\Aplication-Programming-main\dataset\polarbear\0016.jpg,dataset\polarbear\0016.jpg,polarbear
D:\2 Curs(yes)\not mine\Aplication-Programming-main\dataset\polarbear\0017.jpg,dataset\polarbear\0017.jpg,polarbear
D:\2 Curs(yes)\not mine\Aplication-Programming-main\dataset\polarbear\0018.jpg,dataset\polarbear\0018.jpg,polarbear
D:\2 Curs(yes)\not mine\Aplication-Programming-main\dataset\polarbear\0019.jpg,dataset\polarbear\0019.jpg,polarbear
D:\2 Curs(yes)\not mine\Aplication-Programming-main\dataset\polarbear\0020.jpg,dataset\polarbear\0020.jpg,polarbear
D:\2 Curs(yes)\not mine\Aplication-Programming-main\dataset\polarbear\0021.jpg,dataset\polarbear\0021.jpg,polarbear
D:\2 Curs(yes)\not mine\Aplication-Programming-main\dataset\polarbear\0022.jpg,dataset\polarbear\0022.jpg,polarbear
D:\2 Curs(yes)\not mine\Aplication-Programming-main\dataset\polarbear\0023.jpg,dataset\polarbear\0023.jpg,polarbear
D:\2 Curs(yes)\not mine\Aplication-Programming-main\dataset\polarbear\0024.jpg,dataset\polarbear\0024.jpg,polarbear
D:\2 Curs(yes)\not mine\Aplication-Programming-main\dataset\polarbear\0025.jpg,dataset\polarbear\0025.jpg,polarbear
D:\2 Curs(yes)\not mine\Aplication-Programming-main\dataset\polarbear\0026.jpg,dataset\polarbear\0026.jpg,polarbear
D:\2 Curs(yes)\not mine\Aplication-Programming-main\dataset\polarbear\0027.jpg,dataset\polarbear\0027.jpg,polarbear
D:\2 Curs(yes)\not mine\Aplication-Programming-main\dataset\polarbear\0028.jpg,dataset\polarbear\0028.jpg,polarbear
D:\2 Curs(yes)\not mine\Aplication-Programming-main\dataset\polarbear\0029.jpg,dataset\polarbear\0029.jpg,polarbear
D:\2 Curs(yes)\not mine\Aplication-Programming-main\dataset\polarbear\0030.jpg,dataset\polarbear\0030.jpg,polarbear
D:\2 Curs(yes)\not mine\Aplication-Programming-main\dataset\polarbear\0031.jpg,dataset\polarbear\0031.jpg,polarbear
D:\2 Curs(yes)\not mine\Aplication-Programming-main\dataset\polarbear\0032.jpg,dataset\polarbear\0032.jpg,polarbear
D:\2 Curs(yes)\not mine\Aplication-Programming-main\dataset\polarbear\0033.jpg,dataset\polarbear\0033.jpg,polarbear
D:\2 Curs(yes)\not mine\Aplication-Programming-main\dataset\polarbear\0034.jpg,dataset\polarbear\0034.jpg,polarbear
D:\2 Curs(yes)\not mine\Aplication-Programming-main\dataset\polarbear\0035.jpg,dataset\polarbear\0035.jpg,polarbear
D:\2 Curs(yes)\not mine\Aplication-Programming-main\dataset\polarbear\0036.jpg,dataset\polarbear\0036.jpg,polarbear
D:\2 Curs(yes)\not mine\Aplication-Programming-main\dataset\polarbear\0037.jpg,dataset\polarbear\0037.jpg,polarbear
D:\2 Curs(yes)\not mine\Aplication-Programming-main\dataset\polarbear\0038.jpg,dataset\polarbear\0038.jpg,polarbear
D:\2 Curs(yes)\not mine\Aplication-Programming-main\dataset\polarbear\0039.jpg,dataset\polarbear\0039.jpg,polarbear
D:\2 Curs(yes)\not mine\Aplication-Programming-main\dataset\polarbear\0040.jpg,dataset\polarbear\0040.jpg,polarbear
D:\2 Curs(yes)\not mine\Aplication-Programming-main\dataset\polarbear\0041.jpg,dataset\polarbear\0041.jpg,polarbear
D:\2 Curs(yes)\not mine\Aplication-Programming-main\dataset\polarbear\0042.jpg,dataset\polarbear\0042.jpg,polarbear
D:\2 Curs(yes)\not mine\Aplication-Programming-main\dataset\polarbear\0043.jpg,dataset\polarbear\0043.jpg,polarbear
D:\2 Curs(yes)\not mine\Aplication-Programming-main\dataset\polarbear\0044.jpg,dataset\polarbear\0044.jpg,polarbear
D:\2 Curs(yes)\not mine\Aplication-Programming-main\dataset\polarbear\0045.jpg,dataset\polarbear\0045.jpg,polarbear
D:\2 Curs(yes)\not mine\Aplication-Programming-main\dataset\polarbear\0046.jpg,dataset\polarbear\0046.jpg,polarbear
D:\2 Curs(yes)\not mine\Aplication-Programming-main\dataset\polarbear\0047.jpg,dataset\polarbear\0047.jpg,polarbear
D:\2 Curs(yes)\not mine\Aplication-Programming-main\dataset\polarbear\0048.jpg,dataset\polarbear\0048.jpg,polarbear
D:\2 Curs(yes)\not mine\Aplication-Programming-main\dataset\polarbear\0049.jpg,dataset\polarbear\0049.jpg,polarbear
D:\2 Curs(yes)\not mine\Aplication-Programming-main\dataset\polarbear\0050.jpg,dataset\polarbear\0050.jpg,polarbear
D:\2 Curs(yes)\not mine\Aplication-Programming-main\dataset\polarbear\0051.jpg,dataset\polarbear\0051.jpg,polarbear
D:\2 Curs(yes)\not mine\Aplication-Programming-main\dataset\polarbear\0052.jpg,dataset\polarbear\0052.jpg,polarbear
D:\2 Curs(yes)\not mine\Aplication-Programming-main\dataset\polarbear\0053.jpg,dataset\polarbear\0053.jpg,polarbear
D:\2 Curs(yes)\not mine\Aplication-Programming-main\dataset\polarbear\0054.jpg,dataset\polarbear\0054.jpg,polarbear
D:\2 Curs(yes)\not mine\Aplication-Programming-main\dataset\polarbear\0055.jpg,dataset\polarbear\0055.jpg,polarbear
D:\2 Curs(yes)\not mine\Aplication-Programming-main\dataset\polarbear\0056.jpg,dataset\polarbear\0056.jpg,polarbear
D:\2 Curs(yes)\not mine\Aplication-Programming-main\dataset\polarbear\0057.jpg,dataset\polarbear\0057.jpg,polarbear
D:\2 Curs(yes)\not mine\Aplication-Programming-main\dataset\polarbear\0058.jpg,dataset\polarbear\0058.jpg,polarbear
D:\2 Curs(yes)\not mine\Aplication-Programming-main\dataset\polarbear\0059.jpg,dataset\polarbear\0059.jpg,polarbear
